user_id,item_id,recommend,sentiment_analiysis
DieMadchenschanderin,227680,False,2
GGargula,570,False,1
GGargula,233250,True,1
Myther43,273350,True,2
getf0kinn0sc0pedm9,730,True,0
getf0kinn0sc0pedm9,440,False,0
76561198141443390,730,True,2
76561198097333029,570,True,1
whodafuqisthisguilao,730,True,2
Magjiikal,370480,True,2
Magjiikal,313740,True,2
ohnospaghet,1840,True,1
ohnospaghet,440,True,0
ohnospaghet,266210,True,2
ohnospaghet,369200,True,1
ohnospaghet,252490,False,1
ohnospaghet,264200,True,2
76561198050347115,292030,True,0
2768820078,287700,True,1
2768820078,730,False,1
2768820078,310950,True,1
2768820078,377160,True,1
2768820078,221380,True,1
2768820078,333950,True,1
2768820078,222420,False,1
2768820078,271590,True,1
2768820078,298110,True,1
2768820078,222440,True,1
76561198056392326,259530,True,1
76561198056392326,219640,False,1
76561198056392326,269210,False,1
2d4nk4m3,317470,False,1
2d4nk4m3,47410,True,1
76561198078478151,730,True,1
exiaez,365450,True,1
76561198095921854,245620,True,1
EizanAratoFujimaki,70,True,1
EizanAratoFujimaki,359550,False,1
TeCool,274980,True,2
TeCool,202090,True,2
TeCool,339280,True,2
TeCool,314130,False,0
2xDelorean,570,True,1
2xDelorean,212680,True,2
2xDelorean,200210,True,2
2xDelorean,440,True,2
washington_,440,False,2
washington_,4000,True,1
washington_,211820,True,1
washington_,10180,True,1
washington_,252490,True,1
washington_,417860,True,1
jewxxl,251970,True,1
76561198088944293,359550,True,1
76561198088944293,107410,True,1
76561198088944293,218230,False,1
76561198088944293,437701,False,1
76561198088944293,304930,True,1
76561198092540221,400,True,2
76561198092540221,620,True,2
76561198092540221,238460,True,2
76561198092540221,6060,True,2
76561198092540221,440,True,2
76561198051258119,730,True,2
nubquake123,265610,True,2
Pyromanic,31280,True,1
Pyromanic,4000,True,2
Pyromanic,240,True,1
76561198109656922,440,True,2
CobRazor,252490,True,1
relesprit,8930,True,2
WitchHunter4542,304930,True,2
WitchHunter4542,237310,True,1
WitchHunter4542,224260,True,1
pwrt,230410,True,2
pwrt,440,True,2
wantmahbody,440,True,2
76561198115868847,219640,False,0
benedictcuminherbatch,570,True,1
76561198031207016,8930,True,2
76561198043458582,105600,True,2
76561198043458582,221100,True,2
76561198043458582,107410,True,1
76561198043458582,231430,True,2
smashiroshh,218620,True,1
shark854,225540,True,2
killbunny38,570,True,2
killbunny38,333930,False,1
76561198047630659,230410,False,2
1337lolroflmao,271590,True,1
1337lolroflmao,218620,True,0
1337lolroflmao,219740,True,0
1337lolroflmao,7940,True,2
1337lolroflmao,234190,True,2
1337lolroflmao,10180,True,2
1337lolroflmao,33900,True,2
1337lolroflmao,261030,True,1
1337lolroflmao,243470,True,0
sithjjf,302830,False,0
76561198060039459,570,False,1
OzfurAtlas,218620,False,1
OzfurAtlas,4700,True,1
OzfurAtlas,212680,True,1
76561198065593074,304930,False,1
76561198065593074,730,False,1
76561198065593074,304050,True,2
76561198065593074,203750,True,2
76561198044169764,227940,False,2
76561198044169764,355180,False,1
76561198044169764,730,True,0
76561198044169764,4000,True,1
euzi,236390,True,2
76561198074935997,221100,False,0
76561198074935997,365590,False,1
76561198074935997,299740,True,2
76561198074935997,346110,False,2
76561198074935997,275850,False,2
76561198074935997,400800,False,0
76561198074935997,252490,False,2
76561198074935997,437220,False,1
76561197961778802,730,True,2
lucasrash,440,True,1
76561198016602703,301520,False,0
76561198016602703,433340,True,2
thisissohardtomakeoneup,440,True,1
76561198087010391,4000,True,2
66666669999999,302830,False,1
76561198061174192,220200,True,2
76561198061174192,242760,True,0
ReMiXOfficalSteam,352460,True,2
Wilfire77,322920,True,2
76561198084390807,234792,True,1
76561198084390807,252490,True,2
Mastic,304050,False,1
Mastic,297130,True,2
Mastic,397570,True,0
Mastic,550,True,2
Mastic,206420,True,2
Mastic,278360,False,2
76561198028286104,10180,True,2
tarjla,242760,True,2
tarjla,304930,True,2
tarjla,441790,True,2
tarjla,265750,True,2
tarjla,252490,True,2
tarjla,4000,True,2
tarjla,211820,True,2
tarjla,105600,True,2
tarjla,251570,True,2
tarjla,730,True,2
deathnz1,233110,False,1
deathnz1,322910,False,1
deathnz1,276340,True,2
readingthis4noobs,227940,True,1
76561198104393251,304930,True,1
76561198075322986,730,True,1
redsncrimson,448530,True,2
redsncrimson,304410,True,2
redsncrimson,620,True,2
redsncrimson,274920,True,1
redsncrimson,211820,True,2
redsncrimson,219890,True,1
redsncrimson,49520,True,2
redsncrimson,223510,True,2
redsncrimson,440,True,2
76561198151910904,252950,True,1
H1DD3NT3RR0R,240,True,2
H1DD3NT3RR0R,105600,True,2
H1DD3NT3RR0R,204300,True,2
H1DD3NT3RR0R,730,True,0
H1DD3NT3RR0R,440,False,0
H1DD3NT3RR0R,570,True,0
76561198071214618,268750,True,2
76561198115115631,570,True,2
76561198071175142,570,True,1
76561198071175142,271590,True,2
t8s,360870,True,2
t8s,730,True,2
pikawuu2,230410,True,1
pikawuu2,12900,True,2
Sammeh00,301520,True,2
Michaelele,6060,True,2
Michaelele,730,True,2
Michaelele,107410,True,2
Michaelele,304930,True,2
76561198045754869,335670,True,1
76561198076098774,215080,True,1
76561198103253374,570,True,1
76561198048417105,271590,True,2
76561198048417105,730,True,2
76561198048417105,244160,True,2
76561198048417105,270880,True,2
76561198090842891,8190,True,2
76561198055767971,247730,False,0
76561197998052647,233630,True,1
adohya343,303390,False,1
76561198145436942,221100,True,2
jjas01,208812,False,1
jjas01,218620,False,2
jjas01,243120,True,2
jjas01,234140,True,1
jjas01,204450,True,2
jjas01,225260,True,2
jjas01,50300,True,2
jjas01,201810,True,2
jjas01,212630,False,0
jjas01,427820,False,1
3xotic26,500,True,2
3xotic26,440,True,2
3xotic26,49520,True,2
3xotic26,550,True,2
iamthetrashlord,206420,True,1
iamthetrashlord,213670,True,2
3dster,550,True,1
76561198079990063,231040,True,2
Forty-Nine,221100,True,0
Forty-Nine,376300,False,2
76561198051017916,351040,True,1
76561198051017916,250600,True,1
L4M1NAS,227940,True,2
L4M1NAS,437220,True,2
L4M1NAS,221100,True,2
76561198096766604,301520,False,2
76561197995322437,264710,True,2
imsojipper,218620,True,2
76561198084542731,206420,True,1
76561198084542731,47790,True,2
76561198103671881,570,True,2
mrpfresh,236110,True,0
mrpfresh,346110,True,1
mrpfresh,232790,True,1
GamerFag,440,True,2
GamerFag,70,True,0
GamerFag,420,True,1
GamerFag,380,True,2
GamerFag,220,True,1
GamerFag,1250,True,2
EHS-R3AP3R,339230,False,1
EHS-R3AP3R,349700,True,2
EHS-R3AP3R,226700,True,1
EHS-R3AP3R,209160,True,1
chidori_647,219990,True,1
chidori_647,213670,True,2
chidori_647,21100,False,0
chidori_647,8190,True,1
chidori_647,215470,False,1
76561198092227136,730,True,1
76561198092227136,1250,True,1
hellcat59,4000,True,2
76561198007584361,401650,True,0
tbimperator,35450,True,2
Allahu_Akbar666,230410,True,2
Allahu_Akbar666,304930,False,0
ulramite,290020,True,2
ulramite,248860,True,0
ulramite,211820,True,1
-GM-Dragon,226700,False,0
-GM-Dragon,244850,True,2
76561198054040292,298260,True,2
76561198078799606,370240,False,0
76561198078799606,730,True,2
76561198078799606,233450,True,1
I_DID_911_JUST_SAYING,214420,True,2
I_DID_911_JUST_SAYING,365670,True,1
I_DID_911_JUST_SAYING,440,True,1
I_DID_911_JUST_SAYING,4000,True,2
I_DID_911_JUST_SAYING,221260,True,2
750805,369070,False,0
750805,91310,False,0
diabeticfuck,218620,True,1
diabeticfuck,419070,True,1
diabeticfuck,333930,False,1
diabeticfuck,287700,True,1
76561198054465623,302830,False,1
76561198054465623,24240,True,2
76561198054465623,39800,True,1
76561198054465623,250600,True,1
76561198054465623,105600,True,0
76561198054465623,113020,True,2
aaropro,440,True,2
aaropro,221100,True,2
abiam,238960,True,1
FrankoWalker,310370,True,2
FrankoWalker,260410,True,1
FrankoWalker,236390,True,0
LightfootSword7,221100,False,2
LightfootSword7,383870,True,2
SALTTHEW0UND,248820,True,1
SALTTHEW0UND,730,True,2
SALTTHEW0UND,550,True,2
SALTTHEW0UND,204030,True,1
SALTTHEW0UND,440,True,2
SALTTHEW0UND,383080,True,2
express157,304930,True,1
76561198074644990,242760,True,1
76561198074644990,207230,True,2
76561198074644990,9180,False,1
76561198064304806,730,True,1
TomoeMamiewe,10150,True,1
TomoeMamiewe,4000,True,1
76561198057086148,214950,True,2
Acidius99,218620,True,2
Acidius99,292030,True,2
Acidius99,261640,True,2
Acidius99,220240,True,2
Acidius99,271290,False,0
acorn13,313740,True,2
acorn13,34330,True,0
acorn13,271590,True,1
adamcookie,570,True,1
AddzyTheBaddzy,291550,True,2
AddzyTheBaddzy,259080,True,2
mrfunkyjunkie,233250,True,2
mrfunkyjunkie,256350,True,1
mrfunkyjunkie,249380,True,2
mradobe7,275850,False,1
76561198167207237,337320,True,0
76561198167207237,391540,True,1
76561198167207237,265930,True,1
76561198167207237,620,True,2
cancerkek,730,True,1
76561198073508075,10090,True,2
76561198073508075,251570,True,0
76561198073508075,218680,True,2
76561198074323290,252490,False,2
76561198074323290,251060,False,1
76561198090899557,252490,False,1
advenger95,22370,True,2
advenger95,307690,True,2
advenger95,72850,True,1
EndAtHallow,1250,True,0
76561198063624801,440,True,1
aeryal,440,True,2
76561198070263209,570,True,1
76561198015968275,248610,True,1
Agiegamma,208090,True,2
76561198082614708,250340,True,2
Agronoth,244850,True,2
Agronoth,221640,True,2
Agronoth,104900,True,1
Agronoth,105600,True,2
Agronoth,9450,False,2
UnholyFallenAngel,262410,True,2
UnholyFallenAngel,222940,True,2
UnholyFallenAngel,221040,True,2
76561198068565589,221100,True,1
76561198068565589,286570,True,2
76561198068565589,263440,False,1
SlutOnTheSpit,4000,True,2
WestyGaming,223710,True,1
NaruseAiria,317360,True,1
NaruseAiria,108600,True,1
NaruseAiria,259080,True,1
NaruseAiria,208520,True,1
76561198067713802,239660,True,1
76561198067713802,304930,True,2
76561198187212131,730,True,2
76561198044678148,495890,True,1
76561198044678148,472680,True,2
Alex680,4000,True,2
alansiulun,295270,True,2
alansiulun,265930,True,1
Albolah,283920,True,1
Albolah,440,True,1
Albolah,294650,True,2
76561198003056556,432020,False,1
76561198003056556,233720,True,1
maxpaynepillkiller,319630,True,2
maxpaynepillkiller,12120,True,1
maxpaynepillkiller,241930,True,1
maxpaynepillkiller,428690,True,1
maxpaynepillkiller,55230,True,2
maxpaynepillkiller,243470,False,0
AlexNoClutch,227860,False,1
Alexwai04,218620,True,2
76561198095481910,208090,True,0
76561198164545985,730,True,2
AlkalineDeath,228280,True,2
AlkalineDeath,240760,True,2
76561198075935236,226700,True,1
76561198075935236,250900,True,1
mintifreshbadger,35450,True,0
AlpacaRevolution,9900,True,2
AlpacaRevolution,212680,True,2
AlpacaRevolution,346110,False,1
AlphaBryn444,236370,True,2
76561198071952798,381210,True,0
76561198071952798,265930,False,0
76561198071952798,218620,True,2
76561198071952798,205100,True,2
76561198009001563,570,True,1
76561198016753953,271290,True,2
76561198016753953,570,True,1
smegmyfoodle,346010,True,2
smegmyfoodle,239250,True,1
76561198057869849,313120,True,2
76561198058836921,211820,True,2
lol_ursuchanoob,218620,True,1
lol_ursuchanoob,12210,True,2
lol_ursuchanoob,220240,True,1
lol_ursuchanoob,17300,True,2
AMV72,206440,True,2
AMV72,209100,False,0
AMV72,209000,True,2
AMV72,218060,True,2
AMV72,24240,True,1
76561198069170979,440,True,2
76561198085956238,224540,False,1
76561198085956238,242860,False,0
76561198085956238,47410,True,2
76561198085956238,34330,False,1
76561198132540690,730,True,1
76561198132540690,220200,True,2
711armageddoncarmageddon,113020,True,1
711armageddoncarmageddon,105600,True,1
711armageddoncarmageddon,9480,True,2
76561198034868596,359870,True,2
Andraison,22230,True,1
76561198055790408,203770,True,2
76561198069560699,550,True,2
76561198069560699,259080,True,2
76561198069560699,72850,True,1
76561198069560699,8870,True,2
76561198099625419,230410,True,1
76561198099625419,200260,True,1
76561198099625419,19900,True,1
76561198099625419,241540,True,1
76561198099625419,220,True,1
76561198084032274,227940,False,0
76561198084032274,236390,False,2
Angrovar,17390,True,2
Angrovar,359320,True,1
AngryAinsley,317360,True,2
AngryAinsley,253030,True,2
AngryAinsley,295110,True,1
AngryAinsley,264710,True,2
uradumbtit,274310,True,1
uradumbtit,4000,True,2
76561198037038784,252470,True,0
IKillNoobsFirst,730,True,2
76561198037888300,344770,True,2
1234865654,22380,True,1
76561198040925596,440,True,2
76561198084123358,9900,True,2
Apachehavoc,107410,False,1
ApexNZ,221640,True,2
ApexNZ,202170,True,1
ApexNZ,49520,True,0
ApexNZ,245490,True,2
ApexNZ,313120,True,2
76561198039441595,113020,False,1
76561198039441595,319510,False,1
76561198039441595,20,False,1
76561198039441595,209080,False,0
76561198039441595,223470,False,2
76561198039441595,417860,True,1
76561198039441595,269250,True,2
76561198039441595,313740,False,1
76561198039441595,8190,True,1
76561198036687918,377160,True,1
benjamin27,730,True,1
benjamin27,244850,True,2
AppoGetsSuperAdmin,212500,True,1
AppoGetsSuperAdmin,570,False,1
AppoGetsSuperAdmin,104900,True,1
76561198071475367,12160,True,2
76561198049916759,219990,True,2
76561198049916759,293260,True,2
76561198065064829,219640,True,2
XABLAUziitu,214420,False,2
XABLAUziitu,105600,True,1
XABLAUziitu,440,True,1
XABLAUziitu,200210,True,1
76561198012909706,218130,True,2
dragonchief,252490,False,0
76561198040530605,270210,True,2
76561198040530605,386070,True,2
76561198040530605,8930,True,2
76561198040530605,330830,True,2
76561198040530605,218230,True,2
76561198040530605,104900,True,2
76561198040530605,440,True,2
76561198040530605,240,True,2
76561197974500703,8980,True,1
76561197974500703,31270,True,2
76561197974500703,113200,True,2
76561197974500703,8190,True,1
76561197974500703,43000,True,2
76561197974500703,18700,False,0
76561197974500703,98800,True,1
76561197974500703,107100,True,2
76561197974500703,630,True,2
76561197974500703,57300,True,1
76561198047185525,213670,True,1
76561198047185525,218620,True,1
76561198047185525,226620,True,1
sweep6060,391540,True,2
bilyitu,570,True,1
bilyitu,730,True,1
76561198021244661,105600,True,2
76561198088538797,209870,True,2
deployablearchnagel,265630,True,1
rotflmaoman,401920,True,2
armouredmarshmallow,33230,True,2
armouredmarshmallow,239200,True,2
armouredmarshmallow,440,True,0
armouredmarshmallow,346900,True,1
armouredmarshmallow,363970,True,2
armouredmarshmallow,65790,True,2
armouredmarshmallow,72850,True,2
armouredmarshmallow,57300,True,1
armouredmarshmallow,230410,True,2
armouredmarshmallow,630,True,2
76561198020928326,70,True,1
Array71,8500,False,1
Array71,244850,True,2
76561198039874575,221100,True,1
arronlim13,99900,True,2
ARTHERDUNGER10,250900,True,0
Mackus1011,211820,True,2
Mackus1011,380600,True,2
Mackus1011,22380,True,1
Mackus1011,252490,True,1
76561198041877981,2450,False,1
76561198041877981,241540,True,2
ARZARNAR,220200,True,1
darkmassieh,47780,True,2
darkmassieh,377160,True,1
darkmassieh,4000,True,1
darkmassieh,107410,True,1
darkmassieh,230190,True,1
darkmassieh,435881,True,2
darkmassieh,490650,True,1
darkmassieh,391270,True,2
darkmassieh,301520,True,1
darkmassieh,227680,False,2
asianturtlefrenzy,246420,True,2
asianturtlefrenzy,289130,True,2
asianturtlefrenzy,234630,True,2
asianturtlefrenzy,253030,True,2
asianturtlefrenzy,249050,True,2
asianturtlefrenzy,418340,True,2
asianturtlefrenzy,223850,True,2
asianturtlefrenzy,263020,True,1
asianturtlefrenzy,287980,True,2
asianturtlefrenzy,245550,True,2
blowjobsfurdayzandgayz,570,True,1
blowjobsfurdayzandgayz,304050,False,0
blowjobsfurdayzandgayz,417860,True,1
blowjobsfurdayzandgayz,96100,False,0
76561198082992295,4000,True,1
76561198082992295,570,True,2
76561198082992295,440,True,2
76561198082992295,230410,True,2
LaLocaDeLosDulces,80,True,1
76561198064352761,56400,True,2
assassin_warman,257850,True,0
assassin_warman,72850,True,1
assassin_warman,105600,True,1
assassin_warman,219150,True,2
assassin_warman,204450,True,1
assassin_warman,239140,True,2
assassin_warman,322500,False,2
assassin_warman,218620,True,2
assassin_warman,440,True,1
Astrelt,385770,True,2
Astrelt,252630,True,2
Astrelt,212200,True,2
Astrelt,218680,True,2
Astrelt,230410,True,2
Astrelt,4000,True,2
Astrelt,346900,True,2
Astrelt,440,True,2
Astrelt,387860,True,1
Astrelt,221640,True,0
76561198091740831,387990,True,1
AtomicWoodchuck,310560,False,1
omgihaveawebpage,630,True,2
omgihaveawebpage,223470,True,2
omgihaveawebpage,253430,True,2
omgihaveawebpage,620,True,2
omgihaveawebpage,4000,True,2
omgihaveawebpage,440,True,2
omgihaveawebpage,730,True,2
Swish0009,218620,True,0
Swish0009,203160,True,2
Swish0009,230410,True,2
Swish0009,219640,True,1
Swish0009,213850,True,1
Aurora99,72850,True,1
Aurora99,730,True,1
Aurora99,105600,True,1
Aurora99,550,True,1
Aurora99,369580,True,2
Aurora99,282440,False,1
Aurora99,1250,True,1
Aurora99,440,True,1
Aurora99,8400,True,1
76561198053071988,271590,False,1
76561198083375450,225640,True,2
76561198083375450,113420,True,2
76561198083375450,226700,False,0
76561198083375450,377160,True,2
76561198083375450,421770,False,1
76561198083375450,239220,True,1
76561198083375450,224600,True,2
scroopy22,236690,True,0
76561198078730600,440,True,2
auzmoz,17100,True,1
auzmoz,243870,True,2
auzmoz,223750,True,2
auzmoz,65980,True,1
auzmoz,236390,True,1
auzmoz,400250,True,2
auzmoz,296240,True,2
auzmoz,320,True,1
auzmoz,8500,True,2
auzzie_96,289130,True,2
fatrangacuntnolifevirgin,202970,True,2
76561198064150679,20920,True,1
76561198110293299,265930,True,2
76561198110293299,346110,True,2
76561198110293299,304930,True,1
76561198110293299,236390,True,2
de_triggered,270370,True,1
de_triggered,268650,True,1
de_triggered,224540,True,1
de_triggered,219640,True,1
de_triggered,233450,True,2
de_triggered,440,True,2
de_triggered,4000,True,2
de_triggered,236390,True,1
76561198071748311,391540,True,1
Azrafael,215530,True,1
Azrafael,379720,True,1
-Azsael-,226860,True,2
76561198076301023,251570,True,0
hoarbiscuit,55230,True,2
bohgeraltofrivia,259700,True,2
bohgeraltofrivia,261640,True,2
TeH-B-Rad,730,True,1
TeH-B-Rad,440,True,1
BAW_Killer,221100,True,1
BAW_Killer,287700,False,0
BAW_Killer,359550,False,0
gamerdude7892,22380,True,1
2ez4medick,570,True,1
BBBirb,4000,True,1
BBBirb,304050,True,1
AgentXiri,570,True,1
76561197998761331,310380,True,2
76561198064579722,4000,True,2
76561198096750939,4000,True,2
potatoskins,233270,True,1
crispymemesmantheyremyfavourite,230410,True,2
crispymemesmantheyremyfavourite,383980,True,1
crispymemesmantheyremyfavourite,304050,True,2
crispymemesmantheyremyfavourite,212680,True,1
76561198074409406,391460,False,2
H-Alo,346010,True,1
420Blz,107410,True,2
76561198076548816,200210,True,0
76561198076548816,304930,False,0
76561198076548816,226700,True,2
76561198076548816,113020,True,2
76561198076548816,219740,True,2
chillrend,221100,True,2
chillrend,393010,True,2
chillrend,208090,True,2
chillrend,440,True,2
BarretaJrs,440,True,1
Gborges,440,True,1
lukeyturley,730,True,2
lukeyturley,247730,False,1
lukeyturley,218230,True,1
PolygonCloud,205890,True,2
76561198095142204,570,True,0
BOB_200,8400,True,1
BOB_200,434260,True,2
76561198070735033,359290,False,0
76561198018560501,10500,True,2
76561198069458790,730,True,1
76561198069458790,265630,True,1
76561198069458790,440,True,0
76561198051148175,218620,True,1
76561198047208452,220240,True,2
76561198047208452,34900,True,1
76561198047208452,113200,True,2
generalale,239160,True,1
generalale,220240,True,1
generalale,440,True,2
brendoboy,630,True,2
brendoboy,218620,False,1
brendoboy,208090,False,2
brendoboy,230410,True,1
brendoboy,322330,True,1
brendoboy,241930,True,1
brendoboy,1250,True,2
76561198071234254,200210,True,1
76561198071234254,238460,True,2
76561198071234254,730,True,2
76561198071234254,105600,True,2
76561198071234254,440,True,2
76561198165870150,72850,True,2
76561198165870150,730,True,2
76561197988934555,236390,True,1
76561197988934555,290300,True,1
76561197988934555,295110,True,2
